RNA Tumor Sample Barcode,B cells naive,B cells memory,Plasma cells,T cells CD8,T cells CD4 naive,T cells CD4 memory resting,T cells CD4 memory activated,T cells follicular helper,T cells regulatory (Tregs),T cells gamma delta,NK cells resting,NK cells activated,Monocytes,Macrophages M0,Macrophages M1,Macrophages M2,Dendritic cells resting,Dendritic cells activated,Mast cells resting,Mast cells activated,Eosinophils,Neutrophils,pValue,Correlation,RMSE,Absolute score (sig.score),aDC,Adipocytes,Astrocytes,B-cells,Basophils,CD4+ memory T-cells,CD4+ naive T-cells,CD4+ T-cells,CD4+ Tcm,CD4+ Tem,CD8+ naive T-cells,CD8+ T-cells,CD8+ Tcm,CD8+ Tem,cDC,Chondrocytes,Class-switched memory B-cells,CLP,CMP,DC,Endothelial cells,Eosinophils,Epithelial cells,Erythrocytes,Fibroblasts,GMP,Hepatocytes,HSC,iDC,Keratinocytes,ly Endothelial cells,Macrophages,Macrophages M1,Macrophages M2,Mast cells,Megakaryocytes,Melanocytes,Memory B-cells,MEP,Mesangial cells,Monocytes,MPP,MSC,mv Endothelial cells,Myocytes,naive B-cells,Neurons,Neutrophils,NK cells,NKT,Osteoblast,pDC,Pericytes,Plasma cells,Platelets,Preadipocytes,pro B-cells,Sebocytes,Skeletal muscle,Smooth muscle,Tgd cells,Th1 cells,Th2 cells,Tregs,ImmuneScore,StromaScore,MicroenvironmentScore
CRC.SW.U1111.T,0.047963 ,0.000000 ,0.094161 ,0.034501 ,0.000000 ,0.129515 ,0.000000 ,0.039086 ,0.003342 ,0.000000 ,0.053948 ,0.000000 ,0.000000 ,0.068098 ,0.037187 ,0.095839 ,0.007370 ,0.000000 ,0.000000 ,0.079254 ,0.031112 ,0.000000 ,0.012000 ,0.292676 ,0.962963 ,0.721375 ,0.340572 ,0.298005 ,0.890733 ,1.189250 ,0.031466 ,0.016807 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.038863 ,0.323204 ,0.030844 ,0.000000 ,1.156514 ,0.435753 ,0.381289 ,0.114956 ,0.133761 ,0.306946 ,0.500811 ,0.548379 ,0.277117 ,0.002083 ,0.954923 ,0.082243 ,0.035039 ,0.716056 ,3.397500 ,0.118527 ,0.442199 ,0.223389 ,0.178280 ,0.112961 ,0.339014 ,0.174757 ,0.083389 ,0.248337 ,0.129987 ,0.501202 ,0.387595 ,0.000000 ,0.000000 ,0.102946 ,0.038538 ,0.270227 ,0.039829 ,0.152749 ,0.000000 ,0.765157 ,0.000000 ,0.511032 ,0.805958 ,0.264241 ,0.018908 ,0.496569 ,0.149825 ,0.172213 ,0.105902 ,0.381774 ,0.000000 ,0.211347 ,0.082834 ,0.315375 ,2.313684 ,0.876870 ,3.190553 
CRC.SW.U1114.T,0.010062 ,0.000000 ,0.015905 ,0.007111 ,0.000000 ,0.077006 ,0.006614 ,0.002834 ,0.000000 ,0.000000 ,0.017934 ,0.000000 ,0.000000 ,0.065501 ,0.017469 ,0.060234 ,0.000000 ,0.010387 ,0.000000 ,0.017772 ,0.000000 ,0.012327 ,0.084000 ,0.112841 ,1.042701 ,0.321156 ,0.244145 ,0.033198 ,0.000000 ,0.000000 ,0.093796 ,0.049003 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.085590 ,0.000000 ,0.000000 ,0.000000 ,0.182970 ,0.130970 ,0.000000 ,1.165576 ,0.000000 ,0.027457 ,0.909764 ,0.000000 ,0.239115 ,0.003256 ,0.000000 ,0.000000 ,0.008297 ,0.847293 ,1.082624 ,0.073954 ,0.872901 ,0.070626 ,0.094359 ,0.083028 ,0.103321 ,0.065928 ,0.021608 ,0.000000 ,0.000000 ,0.203792 ,0.000000 ,0.000000 ,0.133981 ,0.429584 ,0.075069 ,0.000000 ,0.023345 ,0.000000 ,0.000000 ,0.234406 ,0.178272 ,0.000000 ,0.000000 ,0.036786 ,0.027259 ,0.269775 ,0.133539 ,0.047617 ,0.174400 ,1.713686 ,0.000000 ,0.606240 ,1.268538 ,0.000000 ,0.134270 ,0.471481 ,0.605751 
CRC.SW.U1120.T,0.010619 ,0.003517 ,0.185428 ,0.020672 ,0.000000 ,0.124682 ,0.002256 ,0.008303 ,0.001657 ,0.000000 ,0.004593 ,0.002110 ,0.000000 ,0.076605 ,0.024246 ,0.068345 ,0.003565 ,0.011649 ,0.023120 ,0.000000 ,0.000000 ,0.034925 ,0.001000 ,0.477798 ,0.878156 ,0.606294 ,0.639637 ,0.000000 ,0.000000 ,1.645286 ,0.312944 ,0.372215 ,0.123970 ,0.025641 ,0.045006 ,0.196104 ,0.197783 ,0.503622 ,0.366337 ,0.105492 ,0.953414 ,0.000000 ,0.228611 ,0.416681 ,0.091017 ,0.259665 ,0.408273 ,0.441179 ,0.140280 ,0.023714 ,0.205151 ,0.000000 ,0.011008 ,0.745521 ,1.423294 ,0.013816 ,0.442560 ,0.164267 ,0.222124 ,0.083157 ,0.299277 ,0.050472 ,0.016338 ,0.595028 ,0.355551 ,0.011010 ,0.002836 ,0.000000 ,0.725199 ,0.169567 ,0.022008 ,0.180194 ,0.004773 ,0.262853 ,0.000000 ,0.316648 ,0.000000 ,0.526223 ,0.258653 ,0.462488 ,0.057672 ,0.000000 ,0.273424 ,0.066346 ,0.129846 ,0.676937 ,0.000000 ,1.255259 ,0.001291 ,0.155591 ,2.403084 ,0.306712 ,2.709795 
CRC.SW.U1122.T,0.029641 ,0.000000 ,0.029022 ,0.000000 ,0.000000 ,0.192263 ,0.001340 ,0.026850 ,0.000000 ,0.000000 ,0.027780 ,0.000000 ,0.000000 ,0.081878 ,0.045610 ,0.032191 ,0.000000 ,0.004753 ,0.000000 ,0.088108 ,0.000000 ,0.050929 ,0.066000 ,0.129873 ,1.038689 ,0.610362 ,0.213320 ,0.000000 ,0.160549 ,0.102689 ,0.355843 ,0.137400 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.099445 ,0.098041 ,0.181876 ,0.000000 ,0.026123 ,0.000000 ,0.101052 ,0.288167 ,0.000000 ,0.000000 ,0.628353 ,0.000000 ,0.148654 ,0.000000 ,0.025270 ,0.000000 ,0.010709 ,0.287842 ,0.422399 ,0.116470 ,0.716765 ,0.029769 ,0.040569 ,0.000000 ,0.069780 ,0.051039 ,0.000000 ,0.105375 ,0.102846 ,0.254380 ,0.328859 ,0.000000 ,0.000000 ,0.343598 ,0.048587 ,0.000000 ,0.014411 ,0.490266 ,0.016312 ,0.733958 ,0.134823 ,0.145933 ,0.304912 ,0.042688 ,0.050268 ,0.057247 ,0.008020 ,0.138046 ,0.066899 ,1.328163 ,0.000000 ,0.965895 ,0.585614 ,0.083157 ,0.757144 ,0.326811 ,1.083956 
CRC.SW.U1127.N,0.000000 ,0.019027 ,0.291330 ,0.027729 ,0.000000 ,0.101038 ,0.000000 ,0.014480 ,0.008205 ,0.000000 ,0.006768 ,0.001088 ,0.000000 ,0.019196 ,0.002081 ,0.074606 ,0.000000 ,0.004511 ,0.017315 ,0.005971 ,0.000000 ,0.000000 ,0.000000 ,0.586435 ,0.810529 ,0.593344 ,0.061249 ,0.000354 ,0.000000 ,1.129174 ,0.562088 ,0.000000 ,0.000000 ,0.000000 ,0.176143 ,0.036333 ,0.105161 ,0.093877 ,0.008276 ,0.000000 ,0.363787 ,0.000000 ,0.491696 ,0.288961 ,0.116958 ,0.097345 ,0.043257 ,0.443719 ,0.605606 ,0.000000 ,0.000000 ,0.000000 ,0.029778 ,0.550484 ,2.167244 ,0.147168 ,0.038105 ,0.000000 ,0.026653 ,0.099920 ,0.413785 ,0.035738 ,0.040899 ,0.369219 ,0.283408 ,0.417421 ,0.000000 ,0.000000 ,0.987437 ,0.051559 ,0.052218 ,0.047818 ,0.017828 ,0.000000 ,0.000000 ,0.428287 ,0.000000 ,0.345477 ,0.303662 ,0.614556 ,0.033402 ,0.000000 ,0.317762 ,0.117661 ,0.158469 ,0.263569 ,0.000000 ,1.053971 ,0.168630 ,0.000000 ,1.451933 ,0.021806 ,1.473738 
CRC.SW.U1127.T,0.009862 ,0.000000 ,0.160704 ,0.000000 ,0.000000 ,0.128696 ,0.009366 ,0.016225 ,0.009739 ,0.000000 ,0.023518 ,0.000000 ,0.000000 ,0.088729 ,0.004737 ,0.034673 ,0.000000 ,0.016876 ,0.000000 ,0.095814 ,0.000000 ,0.018216 ,0.003000 ,0.405958 ,0.914713 ,0.617154 ,0.373581 ,0.054565 ,0.177762 ,0.750994 ,0.139783 ,0.163208 ,0.128565 ,0.148233 ,0.135317 ,0.000000 ,0.208604 ,0.141554 ,0.000000 ,0.000000 ,0.013363 ,0.140351 ,0.203020 ,0.128965 ,0.105544 ,0.056016 ,0.171478 ,0.087986 ,0.039509 ,0.000000 ,0.252453 ,0.000000 ,0.013723 ,0.351760 ,0.453405 ,0.000000 ,0.163658 ,0.000000 ,0.000000 ,0.000000 ,0.260963 ,0.060896 ,0.032710 ,0.225671 ,0.136431 ,0.167243 ,0.106410 ,0.000000 ,0.161504 ,0.072909 ,0.000000 ,0.030631 ,0.046787 ,0.126213 ,0.000000 ,1.129737 ,0.155991 ,0.205098 ,0.462574 ,0.311615 ,0.008281 ,0.000000 ,0.105973 ,0.039527 ,0.036757 ,1.586044 ,0.000000 ,1.553686 ,0.000000 ,0.249795 ,1.118913 ,0.239248 ,1.358161 
CRC.SW.U1129.T,0.012606 ,0.000000 ,0.008073 ,0.027871 ,0.000000 ,0.079362 ,0.015300 ,0.021346 ,0.011509 ,0.000000 ,0.022814 ,0.000000 ,0.000000 ,0.193456 ,0.016765 ,0.062538 ,0.000000 ,0.013623 ,0.000000 ,0.016028 ,0.000000 ,0.003959 ,0.034000 ,0.178138 ,1.034729 ,0.505251 ,0.500844 ,0.007406 ,0.301112 ,0.000000 ,0.000000 ,0.085784 ,0.106392 ,0.062256 ,0.000000 ,0.000000 ,0.080842 ,0.290236 ,0.204905 ,0.021438 ,0.443181 ,0.315872 ,0.000000 ,0.168237 ,0.000000 ,0.155449 ,1.123223 ,0.000000 ,0.015208 ,0.004704 ,1.097626 ,0.000000 ,0.000000 ,1.274138 ,0.864012 ,0.000000 ,1.042016 ,0.305428 ,0.235695 ,0.114122 ,0.040796 ,0.098942 ,0.025501 ,0.000000 ,0.070517 ,0.026471 ,0.054009 ,0.000000 ,0.396575 ,0.474057 ,0.000000 ,0.000000 ,0.017747 ,0.046378 ,0.011545 ,0.496447 ,0.147441 ,0.270419 ,0.876366 ,0.005919 ,0.000000 ,0.000000 ,0.000000 ,0.012270 ,0.007858 ,1.189750 ,0.000000 ,1.494081 ,0.000000 ,0.207973 ,0.644066 ,1.114128 ,1.758193 
CRC.SW.U1130.T,0.000000 ,0.000000 ,0.176981 ,0.044225 ,0.000000 ,0.119198 ,0.000000 ,0.000000 ,0.009203 ,0.000000 ,0.018141 ,0.000000 ,0.003728 ,0.011619 ,0.009680 ,0.062916 ,0.001978 ,0.002942 ,0.000000 ,0.022044 ,0.000000 ,0.004592 ,0.001000 ,0.487875 ,0.872684 ,0.487248 ,0.000000 ,0.000000 ,0.000000 ,0.315673 ,0.000000 ,0.118152 ,0.075012 ,0.039584 ,0.000000 ,0.157523 ,0.140681 ,0.641321 ,0.484580 ,0.000000 ,0.507421 ,0.000000 ,0.256746 ,0.345701 ,0.000000 ,0.048819 ,0.119425 ,0.086017 ,0.278187 ,0.006412 ,0.000000 ,0.000000 ,0.000000 ,0.308643 ,1.427303 ,0.060126 ,0.067657 ,0.098230 ,0.067944 ,0.078822 ,0.135101 ,0.003001 ,0.008109 ,0.000000 ,0.014969 ,0.060987 ,0.000000 ,0.000000 ,0.000000 ,0.117818 ,0.017390 ,0.000000 ,0.002548 ,0.010996 ,0.000000 ,0.145952 ,0.342437 ,0.111921 ,0.000000 ,0.187167 ,0.000000 ,0.000000 ,0.000000 ,0.037745 ,0.000000 ,2.052150 ,0.000000 ,0.538362 ,0.062366 ,0.030107 ,0.917161 ,0.059713 ,0.976873 
CRC.SW.U1145.N,0.000000 ,0.000000 ,0.215843 ,0.039379 ,0.000000 ,0.092069 ,0.004054 ,0.002984 ,0.004842 ,0.000000 ,0.013601 ,0.002472 ,0.018086 ,0.008668 ,0.000000 ,0.049313 ,0.000000 ,0.012112 ,0.026159 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.549768 ,0.835412 ,0.489581 ,0.079449 ,0.371386 ,0.000000 ,0.073108 ,0.545944 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.111268 ,0.077203 ,0.000000 ,0.000000 ,0.438917 ,0.000000 ,0.229593 ,0.100954 ,0.085074 ,0.138496 ,0.076635 ,0.618478 ,0.624427 ,0.042105 ,0.247632 ,0.000000 ,0.038820 ,0.123694 ,2.866668 ,0.141815 ,0.053379 ,0.243798 ,0.235100 ,0.228995 ,0.169469 ,0.015095 ,0.064529 ,0.005999 ,0.337403 ,0.523256 ,0.000000 ,0.000000 ,0.792032 ,0.088346 ,0.088316 ,0.000000 ,0.017187 ,0.000000 ,0.000000 ,0.737631 ,0.022613 ,0.909724 ,0.250303 ,0.409589 ,0.049460 ,0.164160 ,0.113531 ,0.075294 ,0.159697 ,0.137210 ,0.000000 ,1.230568 ,0.277373 ,0.000000 ,0.880367 ,0.347827 ,1.228194 
CRC.SW.U1145.T,0.000000 ,0.029436 ,0.227417 ,0.015507 ,0.000000 ,0.237353 ,0.001303 ,0.000000 ,0.000000 ,0.000000 ,0.020030 ,0.000000 ,0.000000 ,0.132648 ,0.019027 ,0.093216 ,0.000000 ,0.011217 ,0.000000 ,0.039393 ,0.000000 ,0.075629 ,0.003000 ,0.415826 ,0.909388 ,0.902177 ,0.219832 ,0.145939 ,0.336561 ,1.463749 ,0.000000 ,0.217983 ,0.105253 ,0.000000 ,0.102447 ,0.000000 ,0.100180 ,0.221906 ,0.216117 ,0.047131 ,0.004279 ,0.382335 ,0.526555 ,0.007230 ,0.000000 ,0.110902 ,0.727806 ,0.241818 ,0.141620 ,0.000000 ,0.797310 ,0.000000 ,0.009539 ,0.973728 ,1.872723 ,0.011607 ,0.636573 ,0.296946 ,0.204556 ,0.339365 ,0.072354 ,0.079993 ,0.134007 ,0.316270 ,0.108100 ,0.517842 ,0.495636 ,0.000000 ,0.000000 ,0.330536 ,0.006078 ,0.250117 ,0.004018 ,0.475110 ,0.000000 ,0.533853 ,0.092867 ,0.317297 ,0.616233 ,0.376037 ,0.000000 ,0.397145 ,0.072506 ,0.020638 ,0.066107 ,0.583773 ,0.000000 ,0.653647 ,0.000000 ,0.071036 ,2.252281 ,0.835528 ,3.087808 
CRC.SW.U1147.T,0.053182 ,0.000000 ,0.210080 ,0.045980 ,0.000000 ,0.170797 ,0.010195 ,0.018181 ,0.004288 ,0.000000 ,0.046299 ,0.000000 ,0.000000 ,0.027143 ,0.015767 ,0.099769 ,0.000000 ,0.029845 ,0.000000 ,0.064071 ,0.009624 ,0.015429 ,0.001000 ,0.464742 ,0.884863 ,0.820650 ,0.355836 ,0.108408 ,0.595724 ,1.379744 ,0.057388 ,0.234491 ,0.058525 ,0.084320 ,0.000000 ,0.000000 ,0.006765 ,0.129809 ,0.214566 ,0.000000 ,0.961473 ,0.258169 ,0.316322 ,0.108319 ,0.035439 ,0.235980 ,0.350531 ,0.405025 ,0.116587 ,0.002513 ,1.113989 ,0.113981 ,0.028898 ,0.479065 ,2.611695 ,0.000000 ,0.241987 ,0.340344 ,0.329381 ,0.264810 ,0.248823 ,0.012689 ,0.122342 ,0.255840 ,0.199618 ,0.488674 ,0.000000 ,0.000000 ,0.000000 ,0.078387 ,0.007983 ,0.286749 ,0.003561 ,0.000000 ,0.000000 ,1.252735 ,0.231653 ,0.080882 ,0.923482 ,0.460725 ,0.000000 ,0.443532 ,0.000000 ,0.017006 ,0.000000 ,1.113036 ,0.000000 ,0.602164 ,0.674932 ,0.619004 ,1.882696 ,0.786464 ,2.669160 
CRC.SW.U1150.T,0.000000 ,0.031008 ,0.070025 ,0.041374 ,0.000000 ,0.198590 ,0.007357 ,0.034145 ,0.000000 ,0.000000 ,0.119751 ,0.000000 ,0.000000 ,0.128934 ,0.071673 ,0.002109 ,0.000000 ,0.011153 ,0.000000 ,0.136205 ,0.000000 ,0.120199 ,0.044000 ,0.161017 ,1.028426 ,0.972524 ,0.279082 ,0.038239 ,0.103046 ,0.813919 ,0.550799 ,0.357514 ,0.031452 ,0.001631 ,0.070571 ,0.000000 ,0.046638 ,0.414634 ,0.445413 ,0.144537 ,0.114253 ,0.120375 ,0.417619 ,0.164305 ,0.000000 ,0.011360 ,0.608836 ,0.083211 ,0.295780 ,0.000000 ,0.482432 ,0.000000 ,0.009987 ,0.392561 ,0.818463 ,0.062334 ,0.711675 ,0.081611 ,0.091578 ,0.073154 ,0.059015 ,0.143963 ,0.053979 ,0.188100 ,0.000000 ,0.649279 ,0.541066 ,0.000000 ,0.097023 ,0.264818 ,0.008272 ,0.069080 ,0.009253 ,0.463257 ,0.009692 ,0.668347 ,0.000000 ,0.345159 ,0.468181 ,0.163675 ,0.032588 ,0.233025 ,0.085022 ,0.061139 ,0.022167 ,1.004931 ,0.000000 ,0.627146 ,0.955040 ,0.194296 ,1.652930 ,0.564753 ,2.217684 
CRC.SW.U1155.T,0.000000 ,0.002533 ,0.027858 ,0.002941 ,0.000000 ,0.117931 ,0.000000 ,0.010099 ,0.014214 ,0.000000 ,0.000000 ,0.018959 ,0.000000 ,0.033133 ,0.015916 ,0.057655 ,0.000000 ,0.000000 ,0.000000 ,0.030138 ,0.000000 ,0.010113 ,0.166000 ,0.063549 ,1.065362 ,0.341490 ,0.097234 ,0.000000 ,0.000000 ,0.043902 ,0.000000 ,0.177130 ,0.000000 ,0.044450 ,0.000000 ,0.041585 ,0.087119 ,0.158038 ,0.000000 ,0.000000 ,0.014289 ,0.000000 ,0.135080 ,0.939349 ,0.000000 ,0.005146 ,0.550032 ,0.000000 ,0.114248 ,0.002011 ,0.000000 ,0.000000 ,0.000000 ,0.640340 ,0.122546 ,0.029784 ,0.393400 ,0.021103 ,0.007721 ,0.031332 ,0.103027 ,0.001198 ,0.014325 ,0.000000 ,0.127128 ,0.048988 ,0.000000 ,0.000000 ,0.000000 ,0.184710 ,0.000000 ,0.000000 ,0.024136 ,0.000000 ,0.075888 ,0.350900 ,0.203441 ,0.139315 ,0.010168 ,0.069686 ,0.000000 ,0.166626 ,0.047391 ,0.041709 ,0.030580 ,1.721967 ,0.000000 ,1.186016 ,0.345616 ,0.000000 ,0.301036 ,0.275016 ,0.576052 
CRC.SW.U1158.T,0.038143 ,0.000000 ,0.010502 ,0.003198 ,0.000000 ,0.152665 ,0.001008 ,0.010734 ,0.000000 ,0.000000 ,0.015650 ,0.000000 ,0.000000 ,0.054430 ,0.063517 ,0.058109 ,0.000000 ,0.008563 ,0.000000 ,0.066960 ,0.000000 ,0.072331 ,0.050000 ,0.152862 ,1.031242 ,0.555810 ,1.180548 ,0.000000 ,0.000000 ,0.000000 ,0.541173 ,0.071021 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.176971 ,0.000000 ,0.000000 ,0.000000 ,0.176063 ,0.000000 ,0.111718 ,0.921914 ,0.000000 ,0.133449 ,0.651362 ,0.000000 ,0.129810 ,0.000000 ,0.000000 ,0.000000 ,0.016337 ,0.349794 ,1.056471 ,0.035935 ,0.653760 ,0.338439 ,0.234368 ,0.123519 ,0.070300 ,0.109391 ,0.012581 ,0.000000 ,0.000000 ,0.068412 ,0.538057 ,0.000000 ,0.000000 ,0.371326 ,0.006669 ,0.000000 ,0.022434 ,0.467470 ,0.000000 ,0.278057 ,0.265783 ,0.091308 ,0.000000 ,0.012379 ,0.053401 ,0.095363 ,0.074384 ,0.069842 ,0.062540 ,1.239698 ,0.000000 ,1.371288 ,0.270617 ,0.000000 ,1.031810 ,0.325681 ,1.357491 
CRC.SW.U1160.T,0.022871 ,0.000000 ,0.089924 ,0.051650 ,0.000000 ,0.122083 ,0.013560 ,0.016061 ,0.000000 ,0.000000 ,0.028083 ,0.000000 ,0.000000 ,0.027263 ,0.021121 ,0.083709 ,0.000000 ,0.004083 ,0.000000 ,0.040605 ,0.002605 ,0.016800 ,0.007000 ,0.325889 ,0.949309 ,0.540417 ,0.552892 ,0.057075 ,0.408734 ,0.000000 ,0.715673 ,0.727266 ,0.000000 ,0.071964 ,0.000000 ,0.000000 ,0.323627 ,0.305424 ,0.426575 ,0.000000 ,0.074887 ,0.209977 ,0.000000 ,0.673171 ,0.000000 ,0.000000 ,0.299073 ,0.021312 ,0.131090 ,0.030905 ,0.798965 ,0.000000 ,0.023943 ,0.977487 ,0.271548 ,0.014109 ,0.315268 ,0.120265 ,0.080039 ,0.074684 ,0.073719 ,0.047256 ,0.085469 ,0.000000 ,0.325457 ,0.392167 ,0.000000 ,0.000000 ,0.000000 ,0.031755 ,0.084708 ,0.000000 ,0.039233 ,0.043457 ,0.000000 ,0.486254 ,0.000000 ,0.258530 ,0.407911 ,0.161856 ,0.000000 ,0.271949 ,0.135768 ,0.110211 ,0.043109 ,1.458502 ,0.000000 ,0.602373 ,1.337113 ,0.000000 ,0.424095 ,0.577556 ,1.001651 
CRC.SW.U1162.T,0.000000 ,0.000000 ,0.101227 ,0.066347 ,0.000000 ,0.273120 ,0.031300 ,0.031942 ,0.000060 ,0.000000 ,0.008204 ,0.010246 ,0.000000 ,0.085270 ,0.021443 ,0.125228 ,0.001307 ,0.026468 ,0.008039 ,0.015573 ,0.030632 ,0.023828 ,0.029000 ,0.193098 ,1.007063 ,0.860234 ,0.761082 ,0.030295 ,0.537305 ,0.153369 ,0.000000 ,1.085525 ,0.412797 ,0.443821 ,0.000000 ,0.177546 ,0.058376 ,0.522512 ,0.943402 ,0.129727 ,1.267826 ,0.269658 ,0.112308 ,0.437176 ,0.000000 ,0.325900 ,0.607555 ,0.312594 ,0.036426 ,0.000000 ,0.672952 ,0.148260 ,0.000000 ,1.421107 ,1.686849 ,0.000631 ,0.407120 ,0.375832 ,0.330065 ,0.144458 ,0.223713 ,0.019569 ,0.000000 ,0.000000 ,0.299406 ,0.240677 ,0.125958 ,0.000000 ,0.000000 ,0.205540 ,0.000000 ,0.002040 ,0.000615 ,0.378482 ,0.050835 ,0.021701 ,0.087523 ,0.292440 ,0.625627 ,0.093454 ,0.000000 ,0.270385 ,0.000000 ,0.013826 ,0.000000 ,1.398689 ,0.000000 ,1.182294 ,0.800168 ,0.454542 ,1.942011 ,0.655401 ,2.597412 
CRC.SW.U1183.T,0.064823 ,0.000000 ,0.308687 ,0.014421 ,0.000000 ,0.117186 ,0.008577 ,0.054217 ,0.008659 ,0.000000 ,0.026878 ,0.000000 ,0.001625 ,0.001941 ,0.012429 ,0.085296 ,0.058273 ,0.016985 ,0.000000 ,0.015511 ,0.009161 ,0.017644 ,0.000000 ,0.567201 ,0.824222 ,0.822315 ,0.616158 ,0.165554 ,0.407927 ,1.637538 ,0.812331 ,0.244964 ,0.137275 ,0.000000 ,0.080425 ,0.000000 ,0.000000 ,0.134646 ,0.000000 ,0.000000 ,1.477471 ,0.115189 ,0.486427 ,0.123023 ,0.112688 ,0.366367 ,0.472997 ,0.690721 ,0.076184 ,0.015557 ,0.463519 ,0.052667 ,0.048060 ,1.441339 ,1.549802 ,0.000000 ,0.607249 ,0.000000 ,0.062107 ,0.029979 ,0.294802 ,0.291684 ,0.025967 ,0.422092 ,0.086301 ,0.411222 ,0.007355 ,0.000000 ,0.589451 ,0.100021 ,0.034407 ,0.258793 ,0.173688 ,0.213081 ,0.000000 ,0.902454 ,0.000000 ,0.366303 ,0.718493 ,0.690323 ,0.094425 ,0.000000 ,0.251626 ,0.010177 ,0.184800 ,0.072107 ,0.000000 ,0.000000 ,0.410694 ,0.430982 ,2.229674 ,0.551035 ,2.780708 
CRC.SW.U1184.T,0.003388 ,0.000000 ,0.145235 ,0.032461 ,0.000000 ,0.244073 ,0.000000 ,0.002777 ,0.023482 ,0.000000 ,0.038213 ,0.000000 ,0.000000 ,0.119334 ,0.017858 ,0.161640 ,0.000000 ,0.007843 ,0.000000 ,0.078961 ,0.021330 ,0.055304 ,0.015000 ,0.249629 ,0.981417 ,0.951899 ,0.176023 ,0.140112 ,0.751870 ,0.231271 ,0.296135 ,0.194105 ,0.000000 ,0.000000 ,0.000000 ,0.000000 ,0.051790 ,0.416372 ,0.505946 ,0.114839 ,1.077314 ,0.403029 ,0.059458 ,0.271989 ,0.000000 ,0.346129 ,0.492300 ,0.101026 ,0.216641 ,0.000000 ,1.262332 ,0.000000 ,0.008964 ,0.999121 ,3.114287 ,0.087470 ,0.595004 ,0.123555 ,0.137305 ,0.003373 ,0.038433 ,0.078993 ,0.013531 ,0.000000 ,0.000000 ,0.356947 ,0.695132 ,0.000000 ,0.223299 ,0.211126 ,0.034070 ,0.055206 ,0.027662 ,0.403313 ,0.107629 ,0.053829 ,0.000000 ,0.401529 ,0.343520 ,0.130814 ,0.008941 ,0.308793 ,0.000000 ,0.132638 ,0.007511 ,1.000740 ,0.000000 ,0.307897 ,1.194057 ,0.168756 ,1.641906 ,0.947372 ,2.589278 
CRC.SW.U1188.T,0.014157 ,0.000000 ,0.044428 ,0.072813 ,0.000000 ,0.241539 ,0.032014 ,0.000000 ,0.011296 ,0.000000 ,0.052226 ,0.000000 ,0.000000 ,0.131473 ,0.056132 ,0.138201 ,0.000000 ,0.035357 ,0.000000 ,0.074329 ,0.000000 ,0.022007 ,0.062000 ,0.135149 ,1.032538 ,0.925974 ,1.173227 ,0.104795 ,0.000000 ,0.224866 ,0.241085 ,0.426543 ,0.017224 ,0.037619 ,0.000000 ,0.083925 ,0.048094 ,0.416141 ,0.773383 ,0.135422 ,1.561486 ,0.060179 ,0.055550 ,0.531469 ,0.000000 ,0.464074 ,0.232670 ,0.125981 ,0.150144 ,0.000000 ,0.600724 ,0.000000 ,0.009706 ,0.093356 ,3.393136 ,0.051949 ,0.205494 ,0.511351 ,0.321867 ,0.227241 ,0.129480 ,0.042906 ,0.000000 ,0.000000 ,0.101153 ,0.370566 ,0.793027 ,0.000000 ,0.000000 ,0.143782 ,0.000000 ,0.019662 ,0.000000 ,0.352469 ,0.115746 ,0.420177 ,0.268277 ,0.289623 ,0.196920 ,0.103549 ,0.002875 ,0.142176 ,0.000000 ,0.014115 ,0.000000 ,1.891016 ,0.000000 ,1.254093 ,1.349509 ,0.057151 ,2.113835 ,0.469095 ,2.582930 
CRC.SW.U1201.T,0.000000 ,0.013592 ,0.041163 ,0.027662 ,0.000000 ,0.082810 ,0.000000 ,0.012401 ,0.000513 ,0.000000 ,0.012419 ,0.000000 ,0.016419 ,0.020474 ,0.012856 ,0.019055 ,0.001355 ,0.000000 ,0.000000 ,0.053144 ,0.025654 ,0.000000 ,0.017000 ,0.241244 ,0.986717 ,0.339517 ,0.000000 ,0.019270 ,0.137746 ,0.000000 ,0.255722 ,0.284238 ,0.000000 ,0.000000 ,0.006529 ,0.018816 ,0.216428 ,0.087081 ,0.000000 ,0.000000 ,0.002940 ,0.215253 ,0.017740 ,1.012954 ,0.000000 ,0.000000 ,0.444163 ,0.000000 ,0.076095 ,0.026837 ,0.058555 ,0.000000 ,0.038974 ,1.272818 ,1.243698 ,0.002007 ,0.447560 ,0.189213 ,0.030776 ,0.217565 ,0.004996 ,0.041800 ,0.019449 ,0.000000 ,0.022292 ,0.057224 ,0.000000 ,0.000000 ,0.573670 ,0.181233 ,0.077641 ,0.000000 ,0.057256 ,0.000000 ,0.000000 ,0.011098 ,0.154502 ,0.216398 ,0.189295 ,0.029773 ,0.012999 ,0.000000 ,0.068011 ,0.040513 ,0.137238 ,1.695786 ,0.000000 ,0.252981 ,0.437133 ,0.000000 ,0.187526 ,0.260994 ,0.448521 
